employee_id,first_name,last_name,gender,age
E00677,  Bob ,Johnson,Malee,20
E00678,John,BROWN, Non-Binary  ,57
E00679,  John ,Garcia,Female,22
E00680,Tom,Rodriguez,Male,56
E00681,Jane,Davis,Female,63
E00682,  tom ,  Davis ,Female,50
E00683,Laura,  MILLER , Non-Binary  ,62
E00684,  Sam ,Rodriguez,Mail,32
E00685,Sam,johnson,Non-Binary,37
E00686,  Jane ,williams,Male,36
E00687,EMILY,Martinez,Female,36
E00688,EMILY,Davis, Male  ,30
E00689,  Alice ,GARCIA,Male,39
E00690,  JANE ,Martinez,Female,29
E00691,John,Rodriguez,Female,48
E00692,Emily,  Martinez , Male  ,53
E00693,Mike,  Brown ,Non-Binary ,36
E00694,Eve,  Davis ,Male,61
E00695,  John ,Martinez,Femelle,32
E00696,  Laura ,Williams,Non-Binary,63
E00697,Mike,  Williams ,Female,58
E00698,Mike,davis,Female,46
E00699,JANE,Jones,Non-Binary,45
E00700,Alice,  WILLIAMS , Female  ,47
E00701,Laura,  Martinez , Female  ,32
E00702,Emily,Smith,Female,31
E00703,Jane,Williams, Femal  ,63
E00704,  Emily ,Rodriguez,Female,47
E00705,JANE,Jones,Female,21
E00706,Jane,  Martinez , Female  ,56
E00707,  Jane ,JOHNSON,Female,53
E00708,  Alice ,Miller,Female,42
E00709,JANE,  johnson ,Male,64
E00710,Bob,brown,Male,48
E00711,Eve,Miller,Female ,54
E00712,Emily,Brown, Malee  ,30
E00713,John,Miller,Non-Binary,52
E00714,Tom,Miller,Male,30
E00715,Laura,  Smith , Female  ,28
E00716,SAM,Garcia,Female,33
E00717,Alice,Rodriguez,Male,28
E00718,John,Johnson, Female,58
E00719,Mike,Williams,Non-Binary,22
E00720,  Bob ,Martinez,Nonbinary,48
E00721,  SAM ,Jones, Female,38
E00722,  Tom ,Rodriguez, Non-Binary  ,55
E00723,John,BROWN, Non-Binary  ,51
E00724,  Sam ,Smith,Male,26
E00725,  John ,Brown, Non-Binary  ,47
E00726,Bob,Garcia,Male,63
E00727,Tom,Jones,Female,37
E00728,  Mike ,Smith, Male  ,24
E00729,jane,Brown, Female   ,42
E00730,Emily,  Garcia , Femal  ,41
E00731,Mike,Martinez,Femal,45
E00732,  Jane ,  Martinez , Femal  ,61
E00733,Alice,Brown,Female,31
E00734,Eve,Rodriguez,Male,59
E00735,Laura,  jones , Femal  ,38
E00736,Laura,Davis,Non-Binary,20
E00737,  EMILY ,  rodriguez ,Non-Binary ,22
E00738,Tom,  martinez , Female  ,46
E00739,Bob,Jones,Non-Binary,37
E00740,Tom,Garcia, Male,49
E00741,  Bob ,Smith,Male,21
E00742,  Tom ,  Miller , Female  ,24
E00743,  Eve ,  Brown ,Female,48
E00744,  alice ,johnson,Female,52
E00745,  alice ,  Jones ,Non-Binary,61
E00746,JANE,Williams,  Non-Binary  ,39
E00747,Sam,  Garcia ,Male,49
E00748,Alice,Davis,Non-Binary,61
E00749,Alice,miller, Mail  ,24
E00750,Mike,  Williams , Non-binery  ,40
E00751,Mike,Davis, Male  ,34
E00752,Jane,none,Femelle,39
E00753,Sam,  Martinez ,  Non-Binary  ,27
E00754,emily,  Rodriguez ,Mail,42
E00755,mike,Brown,Non-binery,31
E00756,Emily,  smith ,Female ,40
E00757,John,  Davis , Mail  ,49
E00758,Mike,Miller,Non-Binary,46
E00759,Eve,Jones, Non-Binary,63
E00760,Sam,Martinez,Femelle,45
E00761,Jane,Jones,Female,52
E00762,  John ,  Miller ,Male,45
E00763,Sam,Jones,Non-Binary,45
E00764,Eve,Davis,Non-Binary,55
E00765,  Sam ,Garcia,Male ,59
E00766,  Eve ,jones,Femal,20
E00767,None,  Rodriguez ,Male,34
E00768,Emily,JOHNSON,Non-Binary,20
E00769,Tom,Smith,Non-Binary ,30
E00770,john,  Davis ,  Male  ,21
E00771,Sam,WILLIAMS, Male  ,20
E00772,Bob,Miller,Female,50
E00773,John,Martinez, Femelle  ,63
E00774,  Tom ,Davis,Male,35
E00775,  John ,garcia,Male,41
E00776,alice,  Martinez , Non-Binary,61
E00777,BOB,  Rodriguez , Male,37
E00778,tom,  Miller ,Male,36
E00779,  Emily ,Martinez,Non-Binary,49
E00780,  Sam ,  Jones , Male,29
E00781,Laura,davis,Female,54
E00782,  Tom ,Johnson, Femal  ,40
E00783,Jane,  Miller , Malee  ,35
E00784,Sam,Brown,Male,25
E00785,Tom,Rodriguez, Femal  ,22
E00786,Alice,None,Female,60
E00787,Laura,  Miller ,Femal,62
E00788,  Alice ,Garcia, Female  ,40
E00789,  Laura ,Davis,Male,32
E00790,Jane,JONES,Male,37
E00791,Sam,smith,Male,43
E00792,Emily,Smith,Male,46
E00793,Alice,Rodriguez, Female,23
E00794,Alice,Martinez, Non-binery  ,41
E00795,Eve,Garcia,Non-Binary,43
E00796,  Laura ,martinez,Female,59
E00797,  Mike ,Jones,Female,64
E00798,Sam,Smith,Non-Binary,29
E00799,Laura,  Garcia , Non-Binary,21
E00800,  eve ,Garcia,Female,59
E00801,JOHN,Williams,Female,25
E00802,Laura,  Davis ,Mail,37
E00803,Emily,Smith, Male  ,36
E00804,Sam,Smith,Non-Binary,57
E00805,Eve,None,Female,64
E00806,  JOHN ,  Martinez ,Nonbinary,42
E00807,bob,Smith,Mail,49
E00808,Eve,Garcia, Male  ,40
E00809,Bob,Smith,Non-Binary,29
E00810,Sam,  Garcia , Male  ,62
E00811,Alice,Williams,Female,32
E00812,Eve,Davis,Non-Binary,31
E00813,Jane,GARCIA,Female,28
E00814,  BOB ,  Smith ,Female,23
E00815,Emily,jones, Male   ,58
E00816,jane,Davis,Female,43
E00817,Tom,Williams,Nonbinary,53
E00818,  Tom ,  Garcia ,Female,58
E00819,  John ,JONES,Female,60
E00820,  alice ,GARCIA, Female  ,24
E00821,Sam,Martinez,Female,34
E00822,Eve,Smith,Female ,23
E00823,Mike,Miller,Male,58
E00824,Emily,Rodriguez, Non-Binary   ,27
E00825,Bob,Johnson, Malee  ,64
E00826,sam,MARTINEZ,Non-binery,43
E00827,  Jane ,Jones, Non-Binary,47
E00828,Tom,Martinez,Nonbinary,62
E00829,Emily,Brown,Non-Binary,46
E00830,  mike ,GARCIA,Nonbinary,20
E00831,Eve,  Garcia ,Femelle,53
E00832,John,  Johnson ,Malee,36
E00833,Mike,  Johnson ,Male,56
E00834,Emily,Brown,Female,57
E00835,Mike,Smith,Non-binery,45
E00836,emily,  Rodriguez ,Mail,43
E00837,  Emily ,Miller, Femal  ,58
E00838,Laura,Miller,Femal,40
E00839,  bob ,Williams,Male,49
E00840,TOM,  Williams , Male,32
E00841,Laura,Smith, Non-Binary   ,56
E00842,  Eve ,Williams,Nonbinary,22
E00843,  Laura ,Williams,Male,51
E00844,Alice,  Brown ,Non-Binary,54
E00845,ALICE,brown,Female,38
E00846,tom,  Williams ,Non-Binary,33
E00847,mike,Martinez,  Non-Binary  ,41
E00848,  Bob ,Davis,Female,36
E00849,Tom,Davis,Non-Binary ,23
E00850,  Emily ,Smith,Female,64
E00851,  None ,  Miller , Non-Binary,59
E00852,  Bob ,  Johnson , Mail  ,38
E00853,Bob,Smith,Non-Binary,56
E00854,Emily,Williams, Male  ,21
E00855,Emily,  Brown ,Male,34
E00856,John,Garcia,Malee,21
E00857,  Tom ,martinez,Male,30
E00858,  Emily ,JONES,Male ,64
E00859,Alice,Brown, Female  ,42
E00860,Eve,Davis,Female,29
E00861,Jane,  BROWN ,Female ,22
E00862,Tom,  Martinez , Male  ,24
E00863,Sam,Johnson,Non-Binary,22
E00864,Alice,Williams,Female,57
E00865,  Mike ,  Garcia ,Non-Binary,32
E00866,Emily,Davis,Male,61
E00867,Sam,Davis, Malee  ,38
E00868,Emily,Rodriguez,Male,59
E00869,Bob,  Miller ,Male,54
E00870,Alice,Johnson,Femelle,43
E00871,Bob,  Davis ,Male,43
E00872,  John ,miller,Femal,36
E00873,Bob,Davis, Female   ,59
E00874,John,WILLIAMS,Female,29
E00875,  john ,Miller,Female,21
E00876,Sam,Martinez, Male,63
E00877,Emily,Rodriguez,Female ,42
E00878,Mike,williams,Male ,25
E00879,  Bob ,Martinez,Male,21
E00880,Alice,Garcia, Female  ,40
E00881,john,Johnson,Male,54
E00882,Emily,  Johnson , Nonbinary  ,48
E00883,jane,Jones,Male,26
E00884,  Tom ,  Jones ,Mail,48
E00885,Sam,Miller,Female,56
E00886,  Mike ,JOHNSON,Female,42
E00887,Laura,Miller, Malee  ,52
E00888,Sam,Jones, Female  ,27
E00889,Jane,Garcia, Non-Binary  ,31
E00890,tom,Davis, Non-Binary  ,29
E00891,Jane,  Martinez ,Female,34
E00892,  Bob ,  Brown , Male  ,43
E00893,  John ,Miller,Non-Binary ,45
E00894,  Mike ,garcia,Non-Binary,61
E00895,Eve,martinez, Male  ,58
E00896,John,Johnson, Female  ,22
E00897,Eve,Davis,Non-Binary,21
E00898,  Tom ,  Martinez ,Male,25
E00899,Emily,Rodriguez,Male,40
E00900,Laura,  Jones ,Non-Binary ,28
E00901,Alice,Martinez, Female  ,29
E00902,John,  Brown ,Non-Binary,55
E00903,  Mike ,Garcia,Male,22
E00904,JANE,Davis, Non-Binary  ,60
E00905,Mike,Williams, Female  ,43
E00906,tom,Martinez,Male ,41
E00907,Eve,Smith,Female,33
E00908,Jane,  Brown ,Non-Binary,61
E00909,Alice,Brown,Non-Binary ,64
E00910,  Alice ,Smith,Female,63
E00911,John,Rodriguez,Non-Binary,46
E00912,  Tom ,  Williams ,Female,52
E00913,Emily,  Jones , Non-binery  ,41
E00914,Tom,  Garcia , Female   ,48
E00915,Eve,Davis,Female,38
E00916,Mike,Garcia,Male,38
E00917,  Alice ,Williams, Male  ,25
E00918,mike,GARCIA, Female   ,64
E00919,Mike,Smith,Non-Binary,38
E00920,  Mike ,  brown , Non-binery  ,32
E00921,Alice,Garcia,Non-Binary,45
E00922,  Sam ,Miller,Female,41
E00923,  Bob ,Martinez,Female,40
E00924,Eve,  Williams , Female   ,55
E00925,Sam,Rodriguez,Female,21
E00926,eve,Miller,Male,63
E00927,Jane,  Smith ,Female,49
E00928,Tom,  Johnson ,Non-Binary,46
E00929,Tom,Smith, Male,26
E00930,  Laura ,rodriguez,Non-binery,39
E00931,Tom,  None , Female  ,50
E00932,ALICE,Miller,Male,42
E00933,emily,Martinez, Female  ,32
E00934,John,  Williams ,Male,36
E00935,Laura,Jones,Non-Binary,23
E00936,John,Brown, Female  ,33
E00937,Eve,Miller,Femelle,39
E00938,  John ,  Rodriguez , Male,32
E00939,John,  johnson ,Male,22
E00940,  Laura ,Davis, Female,45
E00941,  Jane ,Rodriguez,Male,45
E00942,mike,Martinez,Femelle,37
E00943,Tom,Martinez, Male  ,51
E00944,Tom,  Rodriguez ,Non-Binary ,33
E00945,Alice,Martinez,Male,22
E00946,  Laura ,  Miller ,Non-Binary,20
E00947,Alice,Rodriguez,Mail,45
E00948,  Emily ,  Rodriguez ,Mail,42
E00949,Emily,Williams,Female,54
E00950,Alice,  Brown , Male  ,33
E00951,laura,Johnson,Male,22
E00952,  Alice ,  martinez ,Non-Binary,32
E00953,Tom,WILLIAMS,Mail,33
E00954,SAM,Jones,Femal,40
E00955,Bob,JONES, Non-Binary  ,45
E00956,JOHN,Garcia,Femal,22
E00957,  Bob ,Miller,  Female  ,59
E00958,  Laura ,  Miller ,Female ,23
E00959,  Bob ,Smith,Female,55
E00960,Emily,  Johnson , Non-Binary  ,62
E00961,Eve,  Rodriguez ,Mail,20
E00962,  John ,Martinez, Female  ,59
E00963,  Mike ,Johnson,Non-Binary,52
E00964,laura,Garcia,Female,26
E00965,JOHN,  Smith ,Malee,30
E00966,Bob,None, Non-binery  ,46
E00967,Emily,  JOHNSON ,Non-Binary,33
E00968,Jane,  Williams ,Mail,41
E00969,SAM,  Jones ,  Non-Binary  ,35
E00970,  Mike ,Martinez,Male,31
E00971,Sam,  Garcia , Non-binery  ,42
E00972,  John ,Rodriguez, Non-Binary,43
E00973,  Emily ,MARTINEZ,Male,37
E00974,  emily ,Brown,Male,41
E00975,Bob,Miller, Non-Binary  ,28
E00976,Tom,Garcia,Non-binery,36
E00977,Bob,Johnson, Malee  ,57
E00978,Tom,Martinez,Male,59
E00979,  TOM ,Davis,Non-Binary,32
E00980,Mike,Miller, Non-Binary  ,56
E00981,Bob,Miller,Non-Binary,25
E00982,Jane,Davis,Malee,40
E00983,Alice,Smith,Non-Binary,55
E00984,  alice ,Smith,Female,26
E00985,Bob,Davis,Male,55
E00986,Bob,Brown, Non-Binary  ,44
E00987,Sam,jones,Male,30
E00988,  Mike ,Davis, Female   ,63
E00989,Bob,Jones, Malee  ,33
E00990,  Sam ,Martinez,Non-Binary,64
E00991,Tom,  Brown ,Femal,48
E00992,NONE,Garcia, Female  ,29
E00993,EMILY,JONES,Non-Binary,24
E00994,  Tom ,Miller, Non-binery  ,27
E00995,Laura,MARTINEZ,Non-Binary,24
E00996,  Sam ,  MILLER ,Male,43
E00997,Sam,brown,Male,59
E00998,Tom,  jones ,Malee,45
E00999,Jane,Williams,Non-Binary,25
E01000,  Eve ,Brown, Non-Binary  ,35
E01001,John,Brown,Male,55
E01002,Tom,Williams,Femal,31
E01003,Bob,Martinez, Malee  ,30
E01004,Bob,  Jones , Female,22
E01005,  mike ,Jones,Non-Binary,63
E01006,  Tom ,  Miller ,Non-Binary,56
E01007,  MIKE ,Brown,Malee,25
E01008,Tom,Brown,Male,38
E01009,Sam,  rodriguez ,  Non-Binary  ,37
E01010,John,Garcia, Male   ,35
E01011,Sam,Brown, Non-Binary,42
E01012,Eve,Johnson,Non-Binary,62
E01013,Emily,Garcia,Femelle,56
E01014,  Alice ,  Johnson ,Male ,28
E01015,Tom,Jones, Non-Binary  ,22
E01016,Eve,Garcia, Male,27
E01017,Emily,BROWN,Femal,57
E01018,Laura,  Williams , Female,23
E01019,John,  Miller ,Male,31
E01020,  Mike ,Johnson,Mail,63
E01021,  mike ,Garcia,Non-Binary,50
E01022,  Sam ,  Brown , Female  ,44
E01023,Bob,  Garcia , Female  ,35
E01024,Emily,Brown,Female,61
E01025,Laura,  Brown ,Mail,33
E01026,eve,  Brown ,Non-Binary,32
E01027,John,Rodriguez,Male,60
E01028,Emily,Miller,Male,26
E01029,LAURA,Williams,Male,31
E01030,ALICE,  Williams ,Nonbinary,56
E01031,  Tom ,Garcia,Malee,23
E01032,Mike,  Garcia ,Femelle,21
E01033,Eve,Brown,Female,54
E01034,Mike,rodriguez,Female,63
E01035,Eve,  brown , Non-Binary  ,22
E01036,Sam,Rodriguez,Male ,23
E01037,Bob,brown,Non-Binary,57
E01038,Eve,JOHNSON,Mail,31
E01039,Mike,  Johnson ,Female,38
E01040,Sam,Jones, Male  ,29
E01041,  Eve ,Brown, Male   ,20
E01042,Alice,Miller,Male,36
E01043,Bob,  JONES ,Non-Binary,35
E01044,none,GARCIA, Mail  ,28
E01045,  Sam ,Martinez,Male,28
E01046,Emily,Brown,Malee,28
E01047,Jane,  johnson ,Non-binery,31
E01048,  Laura ,Martinez,Non-Binary,60
E01049,JANE,rodriguez, Non-Binary,34
E01050,Jane,Martinez,Mail,21
E01051,john,Miller, Femelle  ,30
E01052,Alice,  Brown , Female  ,30
E01053,Emily,Williams,Female,27
E01054,  Tom ,Martinez, Male  ,51
E01055,  EVE ,Williams, Female,25
E01056,Laura,  Rodriguez , Female   ,39
E01057,Bob,Jones,Femal,58
E01058,Emily,Williams,Male,54
E01059,MIKE,  Jones , Female  ,27
E01060,tom,Johnson, Female,62
E01061,john,Brown, Male  ,53
E01062,JOHN,  martinez ,Non-Binary,38
E01063,Emily,Johnson,Female ,26
E01064,SAM,Johnson,Non-Binary,50
E01065,Jane,  Davis ,Female ,37
E01066,Mike,SMITH,Male,59
E01067,John,Miller,Nonbinary,33
E01068,  Laura ,JONES, Non-binery  ,58
E01069,John,  davis , Non-Binary  ,55
E01070,  Bob ,Smith,Non-Binary,36
E01071,Eve,NONE,Female,56
E01072,John,Jones,Female,63
E01073,Bob,Brown,Non-Binary,28
E01074,  EMILY ,Miller, Female  ,39
E01075,Emily,Martinez,Non-Binary,64
E01076,Tom,Johnson, Non-Binary  ,47
E01077,  John ,Smith,Male,39
E01078,laura,Smith,Non-Binary,60
E01079,John,SMITH,Female,55
E01080,Laura,Jones,Non-Binary,46
E01081,Alice,  Martinez , Male  ,42
E01082,Tom,  miller , Female  ,51
E01083,Alice,Johnson,Male,20
E01084,  JOHN ,Martinez, Male,36
E01085,tom,Davis,Non-Binary,28
E01086,Alice,Brown,Malee,39
E01087,Jane,williams,Malee,64
E01088,  John ,Martinez,Female,51
E01089,Alice,  Davis ,Male,21
E01090,JANE,  Johnson ,Non-Binary,51
E01091,  Jane ,Williams, Non-Binary,64
E01092,Emily,Williams,  Non-Binary  ,28
E01093,John,Martinez, Male  ,49
E01094,Jane,Smith,Female,39
E01095,Emily,Garcia,Non-Binary,57
E01096,Alice,  Johnson , Male,20
E01097,BOB,Smith,Non-binery,24
E01098,john,johnson,Non-Binary,54
E01099,  TOM ,garcia, Female   ,55
E01100,Laura,  Brown ,Non-Binary,20
E01101,  Laura ,  Garcia , Female,33
E01102,Alice,Rodriguez,Male,28
E01103,SAM,Martinez,Non-binery,49
E01104,  Sam ,Martinez,Malee,43
E01105,  ALICE ,Davis,Male ,23
E01106,  JANE ,  Smith ,  Male  ,33
E01107,  John ,Davis, Non-Binary   ,44
E01108,  LAURA ,Rodriguez,Female,23
E01109,Laura,Garcia, Nonbinary  ,44
E01110,Jane,  Martinez ,Mail,29
E01111,laura,None, Female  ,54
E01112,Tom,Garcia,Male ,26
E01113,  John ,Garcia,Female,61
E01114,Eve,rodriguez,Non-Binary,32
E01115,  Laura ,Brown,Femal,23
E01116,Alice,Johnson,Non-Binary,62
E01117,tom,  Rodriguez , Male  ,55
E01118,Laura,Johnson,Female ,33
E01119,TOM,Martinez,Malee,37
E01120,Emily,Rodriguez,Female,27
E01121,Eve,Johnson, Non-Binary,51
E01122,Mike,  Davis ,Female,46
E01123,Alice,  Rodriguez , Female  ,61
E01124,Alice,Martinez,Non-Binary ,56
E01125,John,Rodriguez, Non-Binary,42
E01126,Tom,  MARTINEZ ,Non-binery,26
E01127,JANE,Rodriguez,Female,31
E01128,Alice,  Johnson ,Male,42
E01129,  tom ,BROWN,Female ,22
E01130,Tom,  Miller ,Female,45
E01131,BOB,  Johnson , Male  ,23
E01132,  Bob ,Smith,Non-binery,61
E01133,MIKE,williams, Female  ,55
E01134,Emily,Brown,  Male  ,34
E01135,Mike,Davis, Non-binery  ,51
E01136,Laura,Garcia,Non-Binary,48
E01137,  Jane ,Johnson,Female,29
E01138,Laura,  Rodriguez ,Nonbinary,40
E01139,Sam,Johnson,Non-Binary,35
E01140,Laura,Jones,Male,38
E01141,John,  brown ,Male ,48
E01142,  Laura ,  miller ,Non-Binary ,37
E01143,  Mike ,davis, Male,63
E01144,alice,Jones,Non-Binary,35
E01145,  Alice ,  Martinez ,Femal,20
E01146,Bob,Jones,Malee,21
E01147,  None ,  johnson ,Non-Binary ,34
E01148,  jane ,Davis, Non-Binary  ,58
E01149,John,JOHNSON,Male,47
E01150,Mike,Martinez, Male  ,20
E01151,  Bob ,  Garcia , Female,24
E01152,Sam,Davis,Nonbinary,61
E01153,  Jane ,Garcia, Female  ,41
E01154,Alice,Brown,Female,55
E01155,  Laura ,brown,Female ,32
E01156,Laura,Garcia, Male   ,20
E01157,Bob,  Brown ,Femelle,35
E01158,Mike,Davis,Male,60
E01159,Mike,Rodriguez,Male ,41
E01160,Emily,  SMITH ,Femelle,51
E01161,Eve,Brown, Female   ,35
E01162,  JANE ,  Brown ,Non-Binary,34
E01163,Mike,Johnson, Female,61
E01164,Alice,Garcia,Non-Binary,31
E01165,Bob,williams,Female,20
E01166,  Sam ,Miller, Femelle  ,36
E01167,Emily,jones, Femal  ,60
E01168,Tom,Brown,Female,47
E01169,John,Jones,Non-Binary,26
E01170,Sam,Davis, Non-binery  ,28
E01171,Tom,Williams,Female,41
E01172,Laura,Miller,Female,45
E01173,  John ,  Garcia ,Non-Binary,31
E01174,  Jane ,Smith,Male,26
E01175,Alice,Miller,Male ,34
E01176,John,  MILLER ,Malee,57
E01177,  Eve ,SMITH,Non-Binary,40
E01178,  Tom ,Rodriguez,Male ,33
E01179,jane,Garcia,Malee,42
E01180,Eve,Johnson,Male,27
E01181,Laura,None,Female ,64
E01182,eve,Brown,Non-Binary,25
E01183,Emily,miller,Non-Binary,56
E01184,Emily,Davis,Malee,56
E01185,  BOB ,Smith,Male,42
E01186,Sam,Jones,Non-Binary ,60
E01187,Sam,Williams,Female,25
E01188,  Jane ,Smith,Male,45
E01189,  Laura ,Williams,Non-Binary,58
E01190,Mike,  GARCIA ,Non-binery,60
E01191,emily,Miller,Femelle,56
E01192,Jane,Davis,Female,33
E01193,  mike ,brown,Male,56
E01194,Sam,williams,Male,27
E01195,Bob,Jones, Male  ,58
E01196,EVE,  RODRIGUEZ ,Non-binery,32
E01197,  EMILY ,Garcia, Male   ,32
E01198,jane,rodriguez,  Non-Binary  ,59
E01199,JOHN,Garcia,Male,62
E01200,Mike,Johnson,Female,47
E01201,Eve,  Jones , Female,37
E01202,Emily,rodriguez,Non-binery,38
E01203,Sam,  DAVIS ,Female,57
E01204,LAURA,  Miller ,Non-binery,51
E01205,Mike,Smith,Nonbinary,41
E01206,Sam,Brown, Male,21
E01207,  Emily ,none, Non-Binary  ,32
E01208,Mike,miller,Female,42
E01209,  Eve ,Garcia, Male,44
E01210,  Emily ,Davis,Male,47
E01211,  Tom ,Garcia,Femelle,30
E01212,  jane ,  Martinez ,Female,52
E01213,Eve,  Williams ,Female,43
E01214,Mike,Brown,Female,21
E01215,Laura,Williams,Male,49
E01216,  Sam ,Smith, Non-Binary  ,36
E01217,John,Martinez, Non-Binary,59
E01218,Sam,Jones,Male,53
E01219,  Mike ,Smith, Non-Binary  ,57
E01220,  Sam ,Smith,Male ,41
E01221,  Jane ,  Johnson , Non-Binary  ,24
E01222,Emily,Brown,Female,59
E01223,John,  Garcia , Female  ,35
E01224,  ALICE ,Davis,Female,32
E01225,mike,Williams, Male  ,45
E01226,Bob,Smith, Male  ,50
E01227,  alice ,  Williams ,Non-binery,58
E01228,  Sam ,Williams,Non-Binary,42
E01229,  mike ,jones,Non-binery,31
E01230,Tom,Brown,Male,33
E01231,Bob,  Brown ,Non-binery,37
E01232,  John ,  Rodriguez ,Female,46
E01233,Laura,miller,Non-Binary ,47
E01234,Tom,Brown,  Female  ,37
E01235,  Alice ,Williams,Male,35
E01236,Emily,Garcia,Female,35
E01237,  Jane ,Williams,Female,32
E01238,  Laura ,  Garcia ,Femal,48
E01239,TOM,Rodriguez,Malee,28
E01240,  Emily ,Garcia,Male,45
E01241,emily,  brown ,Male,47
E01242,Mike,Jones,Male,60
E01243,  TOM ,  Garcia ,Non-Binary,32
E01244,  John ,  Williams ,Male ,55
E01245,  Sam ,  DAVIS ,Female ,28
E01246,Bob,Brown,Male,33
E01247,Bob,Davis, Non-Binary   ,31
E01248,Alice,Martinez,Non-Binary,51
E01249,Alice,  Martinez ,Non-Binary ,57
E01250,Bob,Williams, Female  ,22
E01251,  John ,  Martinez , Male  ,35
E01252,Jane,Miller, Mail  ,39
E01253,Eve,Rodriguez, Male  ,51
E01254,Sam,  Brown ,Femal,42
E01255,Jane,  Davis , Female  ,36
E01256,Mike,  Williams ,Non-Binary,35
E01257,  Eve ,Miller,Non-binery,57
E01258,Eve,Williams, Male  ,27
E01259,  tom ,MILLER, Female,38
E01260,John,MARTINEZ,Female,49
E01261,  John ,Martinez,Male,53
E01262,EVE,GARCIA,Male,33
E01263,TOM,Johnson,Non-Binary,41
E01264,SAM,williams,Non-Binary,63
E01265,  Eve ,  Garcia ,Non-Binary,42
E01266,Laura,  Brown ,Male,34
E01267,Alice,  Garcia ,Mail,51
E01268,Alice,smith, Nonbinary  ,32
E01269,Jane,Martinez,Non-Binary ,40
E01270,Mike,Smith,Female,59
E01271,ALICE,  Williams ,Femal,52
E01272,Emily,  davis ,Non-Binary,46
E01273,Jane,  Davis ,Non-binery,54
E01274,Alice,Brown,Female ,35
E01275,  Mike ,Garcia, Non-binery  ,47
E01276,John,  Davis ,Femelle,53
E01277,john,  Miller ,Female ,20
E01278,sam,  Miller , Female  ,60
E01279,  Eve ,Brown,Male,50
E01280,laura,Rodriguez, Male  ,55
E01281,JOHN,Martinez,Non-Binary,63
E01282,  Tom ,garcia, Female   ,52
E01283,alice,Williams, Mail  ,52
E01284,Tom,jones, Non-Binary  ,58
E01285,Mike,Jones,Non-Binary,37
E01286,John,Jones,Non-Binary,42
E01287,Laura,DAVIS, Non-Binary  ,42
E01288,Mike,Rodriguez,Non-Binary,34
E01289,Emily,  RODRIGUEZ ,Female ,45
E01290,  Emily ,  Garcia ,Non-Binary,49
E01291,Tom,  Garcia ,Female,44
E01292,Eve,Rodriguez,Male,64
E01293,Jane,BROWN,Non-Binary,35
E01294,Eve,Garcia, Malee  ,58
E01295,  sam ,Brown,Female ,64
E01296,Eve,  Smith ,Female,33
E01297,  sam ,Miller, Male  ,36
E01298,Sam,  Martinez ,Nonbinary,31
E01299,  Laura ,  Garcia ,Non-Binary,48
E01300,John,Rodriguez,Male,51
E01301,  Laura ,Miller,Male ,43
E01302,  Sam ,miller,Male,32
E01303,MIKE,  Johnson ,Nonbinary,39
E01304,  Emily ,  Rodriguez ,Non-Binary,34
E01305,Sam,Martinez,Non-Binary,23
E01306,  Laura ,Rodriguez,Male,53
E01307,Mike,NONE,Non-Binary ,47
E01308,Laura,Williams,Female ,21
E01309,Eve,  SMITH ,Male,49
E01310,  Alice ,Brown,Non-Binary,45
E01311,Tom,  Williams ,Male,45
E01312,Jane,Smith,Femal,39
E01313,laura,Williams,Femal,61
E01314,  Jane ,Brown,Malee,47
E01315,Bob,Davis,Male,39
E01316,  Laura ,RODRIGUEZ, Female  ,30
E01317,Alice,Williams,Malee,29
E01318,Jane,Garcia,Femal,42
E01319,  Sam ,MARTINEZ,Female,56
E01320,Laura,  Jones ,Non-Binary ,60
E01321,  JOHN ,  Garcia , Male  ,38
E01322,Tom,brown, Male  ,64
E01323,None,  Martinez , Non-Binary,37
E01324,  Jane ,Garcia,Female,46
E01325,Alice,Miller,Male,25
E01326,Mike,Rodriguez,Non-Binary,29
E01327,Tom,  Martinez ,Non-Binary,21
E01328,Sam,  MILLER ,Male,43
E01329,None,  Garcia ,Non-Binary,57
E01330,Laura,Smith,Female,47
E01331,Laura,Johnson, Non-Binary,47
E01332,Tom,  Smith , Femal  ,64
E01333,JOHN,  Rodriguez ,Femelle,58
E01334,Bob,  Martinez , Male,21
E01335,Emily,Martinez, Non-Binary  ,24
E01336,Eve,Rodriguez,Female,30
E01337,Jane,Miller, Female  ,29
E01338,John,Johnson,Nonbinary,62
E01339,Sam,  Garcia ,Femal,21
E01340,Jane,Brown,Non-Binary,34
E01341,Laura,SMITH,Mail,58
E01342,ALICE,Smith,Female,60
E01343,Sam,Jones, Female  ,56
E01344,  Jane ,Johnson, Non-Binary  ,26
E01345,Laura,Brown, Non-Binary,39
E01346,Jane,Smith,Non-Binary,53
E01347,Alice,  Brown , Non-binery  ,54
E01348,Laura,garcia, Femal  ,53
E01349,Bob,martinez,Male,41
E01350,John,Brown,Male,50
E01351,Mike,Smith, Male,42
E01352,Eve,  MILLER ,Mail,38
E01353,TOM,johnson,Non-Binary,23
E01354,Eve,Rodriguez,Female,43
E01355,Sam,Williams,Female,39
E01356,Eve,Davis, Female  ,58
E01357,Laura,Davis, Non-Binary  ,47
E01358,Bob,  williams ,Female,58
E01359,Mike,Brown,Non-binery,36
E01360,  John ,  JOHNSON ,Female,38
E01361,John,  BROWN ,Male ,54
